流水號	年	月	日	發表形式	組別	組別-英	時間(分)	編號	競賽	報告者	作者	題目	組別分類(下拉選單)	題目-英	單位	研究室	物種	得獎與否	備註
3017	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	14	參與	甘保羅	甘保羅、李閣桓、林思民	小雨蛙雄性求偶叫聲可塑性探討		Plasticity of advertisement call in Microhyla fissipes	臺灣師範大學生命科學系				
3018	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	15	參與	江岱珈	江岱珈、林仲平	象鼻蟲斑紋對鳥類捕食者的警戒效果		The stripe warning effect of weevils on avian predators	臺灣師範大學生命科學系				
3019	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	16	參與	余昱緯	余昱緯、傅在峰	感覺訊號對高度性慾所引發之果蠅雄性間求偶行為的影響		Reliance on external sensory cues for male-male courtship initiation in a high sex drive Drosophila male	暨南大學應用化學系生物醫學組				
3020	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	17	參與	呂昕怡	呂昕怡、張博翔、林冠妤、許鈺鸚	打鬥互動是否可提供個體打鬥能力相關資訊		Do contest interactions provide fighting ability related information to contestants?	臺灣師範大學生命科學系				
3021	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	18	參與	李佳宜	李佳宜、林德恩、蔡添順	台灣頸槽蛇類頸腺形態與食性探討		Studies on the morphology of nuchal glands and food habits in Rhabdophis snakes in Taiwan	屏東科技大學				
3022	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	19	參與	李佳紜	李佳紜、林子皓、周蓮香	中華白海豚(Sousa chinensis)在河口活動模式的季節性變化		Movement types of Indo-Pacific humpback dolphins changed seasonally in a river estuary	臺灣大學生態學與演化生物學研究所				
3023	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	20	參與	李佳鴻	李佳鴻、尤莉薇、陸旻湘	雌性白額高腳蛛成蛻機制的探討		The potential mechanisms of post-maturity molting in female brown huntsman spider Heteropoda venatoria	東海大學生命科學系				
3024	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	21	參與	李夌容	李夌容	五溝水短吻紅斑吻蝦虎(Rhinogobius rubromaculatus)卵黃前質蛋白(vitellogenin)之變化		Variation of vitellogenin of Rhinogobius rubromaculatus in Wugou shui wetland	嘉南藥理大學				
3025	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	22	參與	李欣穎	李欣穎、董光中、蘇秀慧	浸水營國家步道麝香貓之腸道寄生蟲感染與吞食葉片行		Intestinal parasitic infection and leaf swallowing behavior of Chinese Lesser Civet (Viverricula indica) at Jinshueiying National Trail	屏東科技大學野生動物保育研究所				
3026	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	23	參與	沈雅琪	沈雅琪	飼料添加靈芝粉及樟芝粉對南美白蝦(Penaeus vannamei)成長之影響		The effect of dietary Lingzhi (Ganoderma lucidium) and Antrodia cinnamomea on Penaeus vannamei	嘉南藥理大學				
3027	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	24	參與	林岳賢	林岳賢、徐堉峰	呼叫螞蟻：利用振動訊號來吸引螞蟻的喜蟻性灰蝶		Calling for the ants: using vibrational call to attract ants by a myrmecophilous butterfly species	臺灣師範大學生命科學系				
3028	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	25	參與	林杰	林杰、林雨德	拉都希氏赤蛙(Rana latouchii)的鳴叫特徵與策略		Call properties and call strategy of Rana latouchii	臺灣大學生命科學系				
3029	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	26	參與	林欣茵	林欣茵	多齒新米蝦(Neocaridina denticulata)胚胎的變化		Embryo develop stage of Neocaridina denticulata	嘉南藥理大學				
3030	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	27	參與	林哲宏	林哲宏、野澤洋耕、林哲宏	台灣綠島芽枝軸孔珊瑚不尋常的生殖行為		Sperm bundles of Acropora gemmifera in Lyudao, Taiwan	中央研究院				
3031	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	28	參與	林駿宏	林駿宏、程一駿	比較蘭嶼和小琉球綠蠵龜稚龜的運動能力和型態差異		Comparison of hatchling green turtles (Chelonia mydas) Locomotor performance and morphology variation between Lanyu and Liuqiu	海洋大學海洋生物研究所				
3032	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	29	參與	施雅蓉	施雅蓉、陳怡惠	布氏樹蛙(Polypedates braueri)蝌蚪的成長模式		Allometric growth of Polypedates braueri tadpole	中國文化大學生命學系				
3033	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	30	參與	洪語澤	洪語澤、紀凱容	虎班烏賊攻擊腕吸盤吸附機制之探究		The adhesion mechanism of Sepia pharaonis tentacle suckers	中興大學生物物理學研究所				
3034	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	31	參與	胡家郡	胡家郡、莊銘豐、關永才	蛇類掠食、產卵地水體大小與艾氏樹蛙蝌蚪表現之探討		The relationships between snake predation, water body size, and tadpole performance in bamboo-breeding Kurixalus eiffingeri	東海大學生命科學系				
3035	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	32	參與	孫仲熙	孫仲熙、莊銘豐、關永才、游承翰、李詠豪	艾氏樹蛙護卵與鳴叫雄蛙遭遇蛇類威脅時的反應之探討		How calling and attending male Kurixalus eiffingeri respond to the threats of snakes	東海大學生命科學系				
3036	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	33	參與	高維岑	高維岑、莊銘豐、陳怡惠	布氏樹蛙(Polypedates braueri)宣告叫聲的變異度及獨特性		Variability and distinctiveness of vocal characteristics in Polypedates braueri	中國文化大學生命學系				
3037	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	34	參與	張育瑄	張育瑄、曾衡宇、潘怡靜、巫奇勳	溫度轉換對溫泉與冷水域日本樹蛙(Buergeria japonica)蝌蚪存活與變態的影響		Effects of switching temperature on survival and metamorphosis of tadpoles (Buergeria japonica) living in geothermal hot springs and streams	中國文化大學生命學系				
3038	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	35	參與	陳彤昀	陳彤昀、林幸助、陳章波	招潮蟹居家風水：4 種招潮蟹洞穴形態與土壤條件之關係		Feng shui of fiddler crabs’ home: The relationship between the burrow morphology of four species of fiddler crabs (Ocypodidae: Uca) and soil condition	中興大學生命科學系				
3039	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	36	參與	陳昱儒	陳昱儒、曾庸哲、李誠裕、楊雨珊、許鈺鸚	動物打鬥策略與能量代謝相關性之研究		The relationship between contest-related behavior and energy profile	臺灣師範大學生命科學系				
3040	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	37	參與	陳家平	陳家平、徐廣道、李沛沂、楊雨珊、許鈺鸚	勝／敗經驗與旁觀資訊如何共同影響動物的打鬥策略		How do contest experience and social eavesdropping jointly influence contest decisions	臺灣師範大學生命科學系				
3041	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	38	參與	曾彥誠	曾彥誠、許富雄	斯文豪氏攀蜥(Japalura swinhonis)的逃離行為與不同棲地之相對活動頻度		Escape behavior and relative frequency of occurrence in different habitat in Taiwan Japalure (Japalura swinhonis)	嘉義大學生物資源學系				
3042	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	39	參與	楊書旻	楊書旻、何傳愷、楊景程	溫度對狂蟻食性及覓食行為的影響		Temperature affected the diet choice and foraging behavior of Paratrechina longicornis	臺灣大學生命科學系				
3043	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	40	參與	葉昊然	葉昊然、劉俐、李明佑	雌性白額高腳蛛頭胸部白色斑紋在其生殖行為所扮演角色之探討		The function of the cephalothora white stripe in reproduction behaviour of female Heteropoda venatoria	東海大學生命科學系				
3044	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	41	參與	鄭全斌	鄭全斌、巫奇勳、曾煒哲、張智揚、邱若筑、陳俊維、關永才	不同棲地類型蝌蚪的暖化耐受度與高溫耐受度的比較		Comparing critical thermal maximum and warming tolerance of tadpoles in different habitats	東海大學生命科學系				
3045	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	42	參與	鄭楷穎	鄭楷穎	虎斑猛水蚤胚胎發育之變化		Embryo develop stage of Tigriopus japonicus	嘉南藥理大學				
3046	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	43	參與	賴慧綺	賴慧綺、黃正良、賴弘智、黃大駿	奈米銀的水中急毒性影響		Acute toxic effects of silver nanoparticles	嘉義大學				
3047	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	44	參與	顧庭翔	顧庭翔、許富雄	布氏樹蛙(Polypedates braueri)之繁殖棲地忠誠度的初步探討		Preliminary study of site fidelity in Polypedates braueri	嘉義大學生物資源學系				
3048	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	45	參與	游艾芸	游艾芸	寄生蟲與食物資源對台灣森鼠繁殖表現的影響		The effect of parasite and food resources on host reproduction in Taiwan field mouse	臺灣師範大學生命科學系				
3049	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	46	參與	黃議新	黃議新	莫氏樹蛙有同型配對的行為嗎？		Does Rhacophorus moltrechti exhibit assortative mating behavior?	臺南大學生態科學與技術學系				
3050	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	47	不參與	張士昶	張士昶	蚓腹蜘蛛樹枝擬態行為之探討		Crypsis via leg clustering: twig masquerading in a spider	東海大學生命科學系				
3051	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	48	參與	黃一喜	黃一喜	應用海水青鱂魚(Oryzias latipes)及虎班猛水蚤(Tigriopus japonicus)進行海水急毒性試驗		Application of Oryzias latipes and Tigriopus japonicus for seawater acute toxicity test	嘉南藥理大學				
3052	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	49	參與	劉怡均	劉怡均、陳永松	以蚯蚓處理動物園草食動物糞便之堆肥化試驗-以象糞為例		Utilization of herbivore feces by vermiculture at Taipei Zoo: A case study on elephant dung	宜蘭大學生物技術與動物科技學系				
3053	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	50	參與	郭書昀	郭書昀、傅在峰	PPL2ab 神經元經由多巴胺的調控回覆老年果蠅的性慾		PPL2ab neurons restore sexual responses in senile Drosophila males through dopamine	清華大學生物科技研究所、暨南大學應用化學系生物醫學組				
3054	2015	1	26	海報	行為與生理生態學	Behavioral and Physiological Ecology	120	51	不參與	宋嘉軒	宋嘉軒、陳亭宇、陸振岡	飼料的化學及物理因子對白蝦 (Litopenaeus vannamei)攝食行為的影響		The chemical and physical factors of feed and its impact on feeding behavior of white shrimp (Litopenaeus vannamei)	農委會水產試驗所				
3055	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	1	不參與	Chen-Yi Tu	Chen-Yi Tu, Chih-hao Hsieh	由物種豐度與分布資料辨別動態等價類群以作為物種交互作用指標		Identify equivalent class as indication of species interaction from abundance and distribution data	臺灣大學海洋研究所				
3056	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	2	不參與	朱汶偵	朱汶偵、林彥博、邱玉娟、徐翰慈、黃志堅、方懷聖	我們在合歡山 10 年－蝴蝶群聚的長期監測		The long-term butterfly monitoring in the Hehuan Mountain	農委會特有生物研究保育中心				
3057	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	3	不參與	李思緯	李思緯、程一駿	台灣屏東縣琉球鄉週圍沿海綠蠵龜的族群分佈變化		Population of green sea turtle (Chelonia mydas) in Luichiu island, Taiwan					
3058	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	4	不參與	邱郁文	邱郁文、顏易君、葉芳伶	屏東五溝水湧泉淡水螺群聚之長期監測（十周年紀念特刊）		Long-term investigation on community structure of freshwater snails in Wugoushuei spring, Ping-tung	海洋生物博物館				
3059	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	5	不參與	徐靖瑋	徐靖瑋、鍾至青、龔國慶、謝志豪	超微浮游生物在臺灣東部黑潮海域的族群分布與季節變化		Seasonal distribution of picoplankton in the segment of subtropical Kuroshio Current	臺灣大學海洋研究所				
3060	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	6	不參與	徐翰慈	徐翰慈、朱汶偵、林彥博、方懷聖、邱玉娟、葉文斌	合歡山地區不同海拔梯度之蝶類組成變化		Butterfly composition and diversity along the gradient elevations in Hehuan Mountain area	中興大學昆蟲學系				
3061	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	7	不參與	郭泰鑫	郭泰鑫、鍾國仁	密度對金門、台灣與福建沿海養殖牡蠣的影響		Impacts of density on farmed oysters along coastal Kinmen, Fujian, Taiwan	嘉義大學生物資源學系				
3062	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	8	不參與	陳清旗	陳清旗、蔡繼鋒、莊孟憲	台南市三崁店諸羅樹蛙鳴叫位置的選擇與植被結構之關係		The relationship between calling sites of Rhacophorus arvalis and vegetation structure in Sankandian, in Tainan	野望生態顧問有限公司				
3063	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	9	不參與	蘇俊育	蘇俊育、李政璋、邱郁文、李順發、吳欣儒	後灣海岸林陸蟹多樣性與降海數量調查		An Investigation of diversity and reproduction population of land crabs in the coastal forest of Houwan	海洋生物博物館				
3064	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	10	參與	Esther Wong	Esther Wong*, P. C. Ho, C. H. Hsieh, G. C. Gong	探討食物品質對橈足類生長速率與測試生態代謝理論		Investigation on the effect of food quality on copepod growth rate and testing of Metabolic Theory of Ecology	臺灣大學海洋研究所				
3065	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	11	參與	方文揚	方文揚、薛美莉、謝莉顒	台南七股潟湖魚類群聚分析		Analysis of fish assemblages in Chiku Lagoon, southwestern Taiwan	農委會特有生物保育中心七股研究中心籌備處				
3066	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	12	參與	王盈涵	王盈涵、林展蔚、洪貫捷、陳品如、林思民	紅尾伯勞數量與翠斑草蜥斷尾率之關聯		The association between the number of brown shrike and the autotomical rate of grass lizards	臺灣大學生態學與演化生物學研究所				
3067	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	13	參與	王璿	王璿	淡水河流域大型底棲無脊椎動物群聚的時空變化		Spatial and temporal changes in benthic macroinvertebrate communities in the Danshuei River	中興大學生命科學系				
3068	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	14	參與	吳冠臻	吳冠臻、蔡若詩	蘭潭後山鳥類調查中聽覺紀錄比例的時空變異		Temporal variations in audial detection for avian survey in Lantan Area	嘉義大學生物資源學系				
3069	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	15	參與	沈登凱	沈登凱、仲澤剛史	透過消費資源方法(the consumer-resource approach)探討授粉者天敵如何影響植物與授粉者間的族群動態		How does pollinator’s predator affect plant-pollinator population dynamics? A consumer-resource approach	成功大學生命科學系				
3070	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	16	參與	林雅雯	林雅雯、許景堯、彭詩婷、蔡若詩	嘉義市夜棲白鶺鴒的時空變化		Roosting white wagtail dynamic in Chiayi	嘉義大學生物資源學系				
3071	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	17	參與	邱靜詠	邱靜詠、程一駿	新北市石門（核一廠）及金山（核二廠）沿近海域底棲無脊椎動物群聚在時空分佈差異之比較		Comparisons of the coastal benthic invertebrate communities between Shimen Nuclear Power Plant and Jinshan Nuclear Power Plant on the temporal and spatial scales	臺灣海洋大學海洋生物研究所				
3072	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	18	參與	侯雯、	侯雯、周蓮香	台灣西海岸中華白海豚活動範圍與社會群體關係初步比較		The preliminary study range use of Indo-Pacific humpback dolphins (Sousa chinensis) in west coast of Taiwan	臺灣大學生態學與演化生物學研究所				
3073	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	19	參與	許家維	許家維、陳柏錞、劉秉青、周政翰、鄭錫奇、劉建男	烏石坑地區彩蝠對芭蕉捲葉棲所的利用		The use of banana furled leaves as roosts by woolly bats (Kerivola titania) in Wushikeng area	嘉義大學森林暨自然資源學系				
3074	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	20	參與	郭貴嵐	郭貴嵐	利用氣象雷達探討恆春半島 2014 年秋季赤腹鷹之遷移模式		The use of weather radar to study the migration pattern of Chinese Sparrowhawk (Accipiter soloensis) on Hengchun Peninsula in 2014 fall	屏東科技大學野生動物保育研究所				
3075	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	21	參與	陳建龍	陳建龍、李佩珍	颱風所造成的新鮮枝葉掉落物對地表無脊椎群集的影響		The effect of typhoon-caused greenfalls on arthropod community	臺灣師範大學生命科學系				
3076	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	22	參與	黃信富	黃信富	南台灣溪流淡水魚類群聚組成與結構之時空變動		The spatiotemporal variation of freshwater fish community structure in southern Taiwan stream	高雄師範大學生物科技系				
3077	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	23	參與	黃品則	黃品則	小琉球海龜的活動範圍分析		Home range analysis of green turtle in Liouciou's seas	臺灣海洋大學海洋生物研究所				
3078	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	24	參與	黃鼎翔	黃鼎翔、孫建平	莫拉克風災後魚類群落之恢復探討		Examine the recovery of fish community after Typhoon Morakot	成功大學水利及海洋工程學系				
3079	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	25	參與	楊振家	楊振家、仲澤剛史	珊瑚礁中的珊瑚種間異質性和回復力初步模式分析		Interspecific heterogeneity of corals and resilience in coral reef ecosystems: a preliminary model analysis	成功大學生命科學系				
3080	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	26	參與	楊淳凱	楊淳凱、楊懿如	蛇類物種豐度是否受蛙類物種豐度影響		Does frog species’ richness affect snake species’ richness	東華大學自然資源與環境學系				
3081	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	27	參與	葉旭鎧	葉旭鎧、陳怡惠	天母古道斯文豪氏赤蛙(Odorrana swinhoana)的族群動態		Population dynamics of Odorrana swinhoana in Yangmingshan	中國文化大學生命科學系				
3082	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	28	參與	劉奕炘	劉奕炘、張凱筌、柯智仁、范孟雯、林瑞興、李培芬、蔡若詩	佔據模型中空間重複在台灣繁殖鳥類大調查的應用		The application of occupancy modeling using spatial replicates in Taiwan Breeding Bird Survey	嘉義大學生物資源學系				
3083	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	29	參與	蔡宜君	蔡宜君、邱郁文、謝泓諺	高屏海域浮游性軟體動物之多樣性		Diversity of planktonic molluscs in the Kaoping coastal waters, Taiwan	東華大學海洋生物研究所				
3084	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	30	參與	謝鎮陽	謝鎮陽、陳怡惠	天母古道斯文豪氏赤蛙(Odorrana swinhoana)的體色多型性探討		Color polymorphism of Odorrana swinhoana in Yangmingshan	中國文化大學生命科學系				
3085	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	31	不參與	溫在恆	溫在恆	馬祖與宜蘭龜足茗荷族群比較		The comparing of Capitulum mitella Populations between Matsu and Yilan	東吳大學				
3086	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	32	參與	陳彥廷	陳彥廷、林仲平	台灣特有球背象鼻蟲（鞘翅目：象鼻蟲科）的物種判別		Species delimitation in two endemic <i>Pachyrhynchus</i> weevils of Taiwan	臺灣師範大學生命科學系				
3087	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	33	參與	James M. Kunene	James M. Kunene, Yuan-Hsun Sun	灰面鵟鷹在南台灣的春季遷移模式		Spring migration of grey faced buzzard in southern Taiwan	屏東科技大學野生動物保育研究所				
3088	2015	1	26	海報	族群與群聚生態學	Population and Community Ecology	120	34	參與	林韋齊	林韋齊、林惠真	環境因子與濕地周遭土地利用對螃蟹群聚之影響		The effect of environmental factors and adjacent land use of wetland on crab community	東海大學生命科學系				
3089	2015	1	26	海報	分子生態與親緣地理學	Molecular Ecology and Phylogeography	120	1	不參與	王智群	王智群、楊樹森	台灣地區蜉蝣目(Insecta: Ephemeroptera)昆蟲粒線體 COI 及 16S 基因序列		Mitochondrial COI and 16S gene sequence of Mayfly (Insecta: Ephemeroptera) from Taiwan	新竹教育大學				
3090	2015	1	26	海報	分子生態與親緣地理學	Molecular Ecology and Phylogeography	120	2	不參與	韋家軒	韋家軒、顏聖紘	鳳蛾之分子親緣關係顯示副貝式擬態者可具有演化上的高度形態可塑性		Molecular phylogeny of the Epicopeiidae moths shows quasi-Batesian mimic can exhibit extremely high plasticity in morphological evolution	中山大學生物科學系				
3091	2015	1	26	海報	分子生態與親緣地理學	Molecular Ecology and Phylogeography	120	3	不參與	韋家軒	韋家軒、顏聖紘	雄性器退化與第八腹節骨片特化可能造就螢斑蛾族(鱗翅目：斑蛾科，螢斑蛾亞科)之高多樣性		The reduction of male genitalia and specialization of the eighth abdominal sclerites may be the key innovation leading high diversity of Chalcosiini (Lepidoptera, Zygaenidae, Chalcosiinae)	中山大學生物科學系				
3092	2015	1	26	海報	分子生態與親緣地理學	Molecular Ecology and Phylogeography	120	4	不參與	翁崇智	翁崇智、方引平	利用臺灣野兔(Lepus sinensis formosus)排遺 DNA 探討其族群遺傳結構		Investigating the genetic structure of Formosan hare (Lepus sinensis formosus) based on DNA from fecal pellets	嘉義大學生物資源學系				
3093	2015	1	26	海報	分子生態與親緣地理學	Molecular Ecology and Phylogeography	120	5	不參與	張育閑	張育閑、楊樹森	台灣地區淡水產介形亞綱甲殼動物之基因條碼分析		The study of freshwater Ostracoda (Crustacea: Ostracoda) from Taiwan by gene barcode analysis	新竹教育大學				
3094	2015	1	26	海報	分子生態與親緣地理學	Molecular Ecology and Phylogeography	120	6	參與	王玉璽	王玉璽、施習德	東亞產陸生蚯蚓多樣性與地理分布		Diversity and biogeographical patterns of East Asia terrestrial earthworms (Clitellata: Oligochaeta) based on cluster analysis	中興大學生命科學系				
3095	2015	1	26	海報	分子生態與親緣地理學	Molecular Ecology and Phylogeography	120	7	參與	王浥璋	王浥璋、楊尚芳、林思民	體內的小小住民：攀木蜥蜴血液寄生蟲的初步探查		A preliminary investigation on the hemoparasite of Japalura lizards in Taiwan	臺灣師範大學生命科學系				
3096	2015	1	26	海報	分子生態與親緣地理學	Molecular Ecology and Phylogeography	120	8	參與	李翔蘊	李翔蘊、楊樹森	台灣喜陰蟲科(Philosciidae)之基因條碼分析		The Barcoding Analysis of Philosciidae from Taiwan	新竹教育大學				
3097	2015	1	26	海報	分子生態與親緣地理學	Molecular Ecology and Phylogeography	120	9	參與	施佳惠	施佳惠、施習德	臺灣產相手蟹科之分子鑑定		Molecular identification on the sesarmid crabs (Crustacea: Decapoda: Brachyura) from Taiwan	中興大學生命科學系				
3098	2015	1	26	海報	分子生態與親緣地理學	Molecular Ecology and Phylogeography	120	10	參與	陳思利	陳思利、施習德	兩種台灣產 Pseudogagrella 屬盲蛛(Arachnida: Opiliones)的分類初探		Taxonomy of two species of Pseudogagrella (Arachnida: Opiliones) from Taiwan	中興大學生命科學系				
3099	2015	1	26	海報	分子生態與親緣地理學	Molecular Ecology and Phylogeography	120	11	參與	曾文宣	曾文宣、林思民、王豐寓	不同擇偶型式草蜥屬物種的視覺基因演化		Evolution of cone opsin genes in Takydromus species as a response to various sexual selection pattern	臺灣師範大學生命科學系				
3100	2015	1	26	海報	分子生態與親緣地理學	Molecular Ecology and Phylogeography	120	12	參與	黃致維	黃致維、李彥錚、林思民、巫文隆	蝸居東部的隱藏種：以婚姻平權為名的彩虹大臍蝸牛		Cryptic landsnail species in eastern Taiwan, Aegista diversifamilia	臺灣師範大學生命科學系				
3101	2015	1	26	海報	分子生態與親緣地理學	Molecular Ecology and Phylogeography	120	13	參與	蔡旻臻	蔡旻臻、李壽先	從基因體定序資料看消化酶基因與食性適應的關係		The genomic data reveals the relation between digestive enzymes genes and diet adaptation	臺灣師範大學生命科學系				
3102	2015	1	26	海報	分子生態與親緣地理學	Molecular Ecology and Phylogeography	120	14	參與	楊佾修	楊佾修、林仲平、Hiro-o Hamaguchi	台灣深山屬(Lucanus)鍬形蟲內共生菌的多樣性		The diversity of symboint in stag beetles of Taiwan (Coleoptera: Lucanidea: Lucanus)	臺灣師範大學生命科學系				
3103	2015	1	26	海報	分子生態與親緣地理學	Molecular Ecology and Phylogeography	120	15	不參與	林大利	林大利	臺灣的小虎鶇：陌生的留鳥		Zoothera dauma's taxonomy revisited	農委會特有生物研究保育中心				
3104	2015	1	26	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	120	1	不參與	林子君	林子君、王詩云、謝欣怡、鄭惟仁	丹頂鶴繁殖季節之混展行為觀察		Co-exhibition behaviors of red-crowned cranes during breeding season	中興大學動物科學系				
3105	2015	1	26	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	120	2	不參與	陳建忠	陳建忠、翁秀訓、方豐信	莫拉克風災後楠梓仙溪林道野生動物資源調查		The wildlife resources survey of the Nanzihshian Logging Road after the typhoon Morakot	農委會林務局嘉義林區管理處				
3106	2015	1	26	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	120	3	不參與	陳柏宏	陳柏宏、陳章波	三棘鱟稚鱟的飼養		The feeding of horseshoe crab (Tachypleus tridentatus) larvae	台灣濕地學會				
3107	2015	1	26	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	120	4	參與	林宣足	林宣足、朱克理、戴為愚、伏鳳岐、張明雄	龜類生長狀況與攝食量評估		The assessment of tortoise’s growth conditions and food intake	中山醫學大學生物醫學科學學系				
3108	2015	1	26	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	120	5	參與	洪孝宇	洪孝宇、汪辰寧、祁偉廉、曾建偉、陳宏昌、孫元勳	一件疑似黃魚鴞(Ketupa flavipes)爭奪領域致死的案例		A possible case of intraspecific killing due to territory fight in tawny fish-owl (Ketupa flavipes)	屏東科技大學野生動物保育研究所				
3109	2015	1	26	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	120	6	參與	郭俐伶	郭俐伶、林孟媛、洪維澤	圈養臺北赤蛙人工繁殖各胚胎時期發育之觀察		Observation of embryonic development of captive-bred taipei frog (Rana taipehensis) in captivity	嘉義大學生物資源學系				
3110	2015	1	26	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	120	7	參與	陳佳伶	陳佳伶、張藝耀、徐偉傑、机慶國、蔡作明、盧麗雯、林妙儒、凃昭安、楊雅祺、李佳宜、王士豪、沙薳名、楊皓雲、蔡雨芬、王柏燊、陳俊宇、李佩儒、蕭伯諭、蔡添順	高雄都會區處理滋擾性蛇類之數量與蛇種、行政區、月份及棲地類型之關係		Relationships among number, species, administrative area, month, and habitat type of nuisance snakes in Kaohsiung	屏東科技大學				
3111	2015	1	26	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	120	8	參與	陳歆、	陳歆、莊孟憲、許皓捷、劉建男	嘉義地區農業土地利用型態改變對諸羅樹蛙分布的影響		The effect of agricultural land-use change on farmland green tree frog (Rhacophorus arvalis) in Chiayi area	嘉義大學森林暨自然資源學系				
